DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,CASHYR_EXP,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,SUPERSTAR,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT,LEARNING,WORKETHC,BIRDRIGHTS,CASHRESIGN,SPEECHID,SPECMAP,ISEDITED,ISORIGSS,VALIDSSTAR,DFLTTEAM,CLUTCH,SSTAR_HF,SSTAR_PM,SSTAR_PW,SSTAR_SCO,SSTAR_SCI,SSTAR_SH,SSTAR_STO,SSTAR_STI,SS_HF_ANI,SS_PM_ANI,SS_PW_ANI,SS_SCO_ANI,SS_SCI_ANI,SS_SH_ANI,SS_STO_ANI,SS_STI_ANI,CHEMTYPE,CHEMWANT,CHEMHAVE,CHEMHAPPY,HOTSPOT_0,HOTSPOT_1,HOTSPOT_2,HOTSPOT_3,HOTSPOT_4,HOTSPOT_5,HOTSPOT_6,HOTSPOT_7,HOTSPOT_8,HOTSPOT_9,HOTSPOT_10,HOTSPOT_11,HOTSPOT_12,HOTSPOT_13,GOTOMOVE,GTMHOTSPOT,SIGSHT1
False,Croshere,Austin,-1,26,44,1,2,10,104,0,2,233,220,67,1117,71,67,88,57,48,14,44,73,25,67,59,59,52,50,54,69,48,25,59,52,35,46,4,0,6,,0,6,10,50,7,19750501,497,12,1,12,1997,Ind,0,0,0,6,5,0,0,0,True,False,False,False,0,AUCROSH,False,False,0,0,0,0,7300,0,650,7,1,50,0,0,0,False,0,0,0,0,0,222,78,91,26,52,45,6,31,43,67,14,153,33,726,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,3,4,4,0,3,0,5,0,3,2,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,26,4,False,False,0,10,59,-31,-50,-27,-22,-20,-16,-41,-39,0,0,0,0,0,0,0,0,6,0,0,0,50,53,31,57,17,71,67,71,76,66,47,48,43,24,0,0,0
False,Wallace,Ben,130,28,3,0,1,11,614,0,0,107,107,84,1357,49,7,41,80,80,90,82,91,24,51,99,70,70,80,24,88,88,13,80,64,1,40,4,1,6,,1,10,7,3,0,19740910,481,-1,-1,-1,1996,--,0,0,0,14,4,0,0,0,True,False,False,False,0,BEWALLA,False,False,0,0,0,0,15000,0,0,4,3,3,0,0,0,False,0,0,128,0,0,424,192,5,1,267,109,156,300,185,154,111,516,101,2695,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30,1,0,54,27,17,29,14,19,15,66,10,369,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,28,10,False,True,128,7,30,-9,-87,33,-70,-30,-89,-18,75,0,0,1,0,0,0,0,0,3,0,0,0,5,8,2,6,6,44,40,45,45,37,31,61,55,86,0,0,0
False,Jackson,Bobby,-1,34,8,4,3,10,74,0,0,104,101,73,1205,73,74,86,34,48,5,33,60,53,81,74,90,90,57,70,48,55,25,50,54,38,69,6,2,6,,2,1,13,18,5,19730313,11,23,1,23,1997,Sea,0,0,0,2,4,0,0,0,True,False,False,False,0,BOJACKS,False,False,0,0,0,0,5670,0,420,2,2,18,0,0,0,False,0,0,0,0,0,518,204,165,54,168,130,6,45,140,101,50,134,78,1333,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,34,1,False,False,0,13,59,-60,-23,-64,-7,-23,-8,-21,-60,0,0,0,0,0,0,0,0,6,0,0,0,37,65,48,54,67,42,27,72,55,67,46,54,53,59,0,0,0
False,Sura,Bob,-1,36,3,4,3,10,38,0,0,106,101,72,1183,62,65,75,40,60,5,32,70,82,62,59,73,77,55,70,51,60,25,67,46,31,52,6,1,6,,1,5,9,9,10,19730325,12,17,1,17,1995,Cle,0,0,0,5,5,0,0,0,True,False,False,False,0,BOSURA_,False,False,0,0,0,0,3840,0,40,4,1,9,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,36,4,False,False,0,9,59,-40,-17,-55,-17,-37,-15,-16,-63,0,0,0,0,0,0,0,0,8,0,0,0,55,56,60,60,55,63,63,63,65,60,42,37,39,42,0,0,0
False,Barry,Brent,8,37,17,4,3,12,96,0,3,139,140,67,1104,70,75,66,80,40,18,10,49,66,60,39,69,66,55,65,52,53,25,70,40,50,44,5,0,6,,0,5,25,25,8,19711231,13,15,1,15,1995,Den,0,0,0,5,6,0,0,0,True,False,False,False,0,BRBARRY,False,False,0,0,0,0,5554,0,436,4,1,25,0,0,0,False,0,0,0,0,0,425,202,287,128,117,103,12,15,135,90,56,143,61,1628,75,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,21,49,15,2,2,2,4,21,17,4,21,11,224,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,37,15,False,False,0,25,59,-27,-20,-51,-17,-37,-12,-38,-80,0,0,0,0,0,0,0,0,2,0,0,0,87,78,71,93,69,63,64,59,63,66,38,40,39,52,0,0,0
False,Bowen,Bruce,-1,38,12,2,3,11,216,0,1,60,58,70,1147,66,72,60,34,81,23,15,46,22,48,90,68,85,60,56,48,90,25,72,51,42,31,5,0,6,,0,5,25,25,2,19710614,14,-1,-1,-1,1996,--,0,0,0,5,4,0,0,0,True,False,False,False,0,BRBOWEN,False,False,0,0,0,0,4125,0,375,4,1,25,0,0,0,False,0,0,16,0,0,467,189,232,89,73,43,25,25,115,172,62,197,65,2460,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,47,74,33,6,3,4,12,26,54,28,70,14,690,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,38,2,False,True,16,25,70,-31,-52,-54,-27,-31,-17,38,-63,0,0,0,0,0,0,0,0,2,0,0,0,91,29,64,40,90,64,39,53,40,58,44,41,51,37,0,0,0
False,Knight,Brevin,-1,41,22,4,4,10,126,0,0,101,101,69,1129,61,23,80,0,83,3,8,40,88,80,80,86,85,40,83,43,55,18,64,42,3,64,6,0,6,,0,3,2,50,10,19751108,15,16,1,16,1997,Cle,0,0,0,2,4,0,0,0,True,False,False,False,0,BRKNIGH,False,False,0,0,0,0,1500,0,0,3,1,50,0,0,0,False,0,0,0,0,0,363,152,18,1,128,103,3,14,297,113,67,99,95,1274,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,41,4,False,True,0,2,50,-99,24,-88,-18,-45,-47,25,-99,0,0,0,0,0,0,0,0,3,0,0,0,21,19,19,25,23,70,80,74,83,60,34,38,41,25,0,0,0
False,Billups,Chauncey,-1,54,1,4,3,10,22,0,2,195,298,84,1353,80,81,89,35,82,1,12,40,80,82,83,80,86,65,86,65,84,25,85,55,42,61,6,1,4,,1,4,7,7,4,19760925,260,3,1,3,1997,Bos,0,0,0,2,4,0,0,0,True,False,False,False,0,CHBILLU,False,False,0,0,0,0,10000,0,1050,5,5,7,0,0,0,False,0,0,16,0,0,815,348,316,109,437,386,17,21,504,161,84,217,140,2534,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,84,90,35,113,94,2,6,91,38,19,46,46,650,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,54,1,False,True,16,7,81,-52,19,-56,25,-41,22,30,-99,0,0,0,0,0,0,0,0,3,0,0,0,68,91,85,84,62,78,79,68,73,74,79,58,72,55,105,0,9
False,Mullin,Chris,12,63,17,3,2,17,125,1,0,101,101,94,1509,94,95,92,60,68,49,60,71,80,93,88,70,62,58,89,58,84,25,90,69,25,65,5,0,6,,0,5,-1,37,2,19630730,170,7,1,7,1985,GS,0,0,0,7,0,0,0,0,True,False,False,False,0,CHMULLI,False,False,0,0,0,0,77777,0,0,1,1,37,0,0,0,False,0,0,8,0,0,13243,6740,2120,815,4178,3616,549,1026,3450,2050,1530,3008,2315,32163,986,822,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,366,164,67,213,183,45,46,148,145,74,191,136,2057,71,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,False,False,11,-1,96,-20,40,-33,70,-15,77,-16,-32,0,0,0,0,0,0,0,0,1,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0
False,Outlaw,Bo,-1,65,45,1,0,14,50,0,0,107,101,64,1096,42,0,62,58,51,63,60,79,29,25,74,65,64,65,33,58,89,12,50,55,0,26,4,2,6,,2,6,20,50,13,19710413,26,-1,-1,-1,1993,--,0,0,0,3,5,0,0,0,True,False,False,False,0,CHOUTLA,False,False,0,0,0,0,1100,0,0,1,1,50,0,0,0,False,0,0,0,0,0,51,34,0,0,22,13,6,45,16,57,17,57,21,459,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,65,4,False,False,0,22,33,-21,-82,-27,-71,-50,-70,-25,-10,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,51,52,46,43,44,53,51,50,51,0,0,0
False,Robinson,Cliff,-1,74,30,1,0,18,25,0,0,2,2,73,1195,74,70,63,64,67,50,25,47,29,59,87,65,57,50,69,67,75,25,55,60,33,42,5,1,6,,1,8,17,50,6,19661216,31,36,2,36,1989,Por,0,0,0,6,8,0,0,0,True,False,False,False,0,CLROBIN,False,False,0,0,0,0,1768,0,0,2,1,50,0,0,0,False,0,0,0,0,0,218,81,66,25,36,16,23,30,50,100,12,90,30,955,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,1,1,0,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,74,3,False,False,0,17,82,-25,-44,-14,-17,-18,-17,-25,-39,0,0,0,0,0,0,0,0,7,0,0,0,72,59,68,29,63,58,56,63,61,72,55,52,57,32,0,0,0
False,Williamson,Corliss,18,79,34,2,1,12,6,0,0,3,14,66,1088,64,0,77,52,44,14,54,53,23,78,55,74,62,50,57,75,85,12,51,77,0,41,9,1,6,,1,6,24,50,9,19731204,34,13,1,13,1995,Sac,0,0,0,6,6,0,0,0,True,False,False,False,0,COWILLI,False,False,0,0,0,0,6500,0,500,6,1,50,0,0,0,False,0,0,0,0,0,463,236,2,0,207,148,15,61,41,184,29,156,97,1340,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,79,3,False,False,0,24,59,-25,-37,-22,-15,-6,-41,-31,-55,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,62,66,66,65,66,41,72,67,91,0,0,0
False,Armstrong,Darrell,-1,81,24,4,4,13,538,0,0,102,102,67,1105,64,60,78,0,73,12,28,42,70,51,75,79,82,35,75,45,60,25,50,51,40,52,6,1,6,,1,1,5,50,8,19680622,35,-1,-1,-1,1991,--,0,0,0,1,7,0,0,0,True,False,False,False,0,DAARMST,False,False,0,0,0,0,1178,0,0,1,1,50,0,0,0,False,0,0,0,0,0,377,156,214,72,93,73,6,32,194,105,70,97,76,1272,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,81,3,False,False,0,5,40,-99,-18,-84,-19,-39,-15,-4,-66,0,0,0,0,0,0,0,0,2,0,0,0,77,71,62,66,32,65,68,68,63,69,44,41,49,45,0,0,0
False,Davis,Dale,20,84,34,0,1,16,21,0,0,104,101,67,1104,44,0,60,64,44,66,75,74,16,41,70,56,53,50,27,68,85,12,54,73,1,29,9,1,6,,1,10,7,50,11,19690325,37,13,1,13,1991,Ind,0,0,0,6,7,0,0,0,True,False,False,False,0,DADAVIS,False,False,0,0,0,0,3500,0,0,2,1,50,0,0,0,False,0,0,0,0,0,74,33,0,0,26,17,34,60,14,60,10,78,15,465,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,4,2,2,5,1,14,2,7,2,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,84,3,False,False,0,50,59,-41,-97,-17,-78,-32,-85,-43,-12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,44,44,43,48,46,75,71,68,45,0,0,0
