DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,FACEPATCH,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,ROOKIERNK2,GRADCLASS,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,WEEKGAMES,MONTHGAMES,RAWOFFVAL,RAWDEFVAL,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT
False,Dickau,Dan,-1,1018,21,4,4,2,47,0,1,111,111,50,3465,78,67,81,0,86,0,20,35,63,62,39,67,69,40,70,54,50,25,35,43,30,20,6,1,0,0,1,3,5,5,12,19780916,505,28,1,28,2002,Sac,0,0,0,2,4,0,0,0,True,False,False,False,False,,DADICKA,False,False,0,0,0,0,0,893,0,719,4,2,5,,0,,,0,0,0,0,0,0,0,0,98,37,30,10,14,11,0,7,38,44,17,19,26,294,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Abdur-Rahim,Shareef,158,321,33,1,2,8,16,0,1,41,41,74,4405,65,45,87,68,46,22,57,78,32,80,53,67,71,52,65,75,90,20,72,79,3,55,9,1,0,0,1,6,23,23,6,19761211,185,3,1,3,1996,Van,0,0,0,8,3,0,0,0,True,False,False,False,False,,SHABDUR,False,False,0,0,0,0,0,14625,0,0,6,1,23,,0,,,0,0,0,0,0,0,0,0,1054,501,34,9,429,373,37,189,174,222,68,450,184,2684,85,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Williams,Eric,-1,143,55,2,1,9,104,0,2,133,133,59,3827,54,56,76,58,69,7,28,63,31,72,54,75,72,50,55,59,65,23,61,57,21,40,4,2,0,0,2,7,17,17,5,19720717,441,14,1,14,1995,Bos,0,0,0,6,5,0,0,0,True,False,False,False,False,,ERWILLI,False,False,0,0,0,0,0,4000,0,0,3,3,17,,0,,,0,0,0,0,0,0,0,0,598,231,127,35,283,215,9,65,120,180,70,221,88,1886,71,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Battie,Tony,-1,354,4,0,0,7,133,0,2,133,133,57,3762,60,20,74,58,32,74,64,77,20,53,29,50,60,65,35,66,64,18,50,71,2,36,9,1,0,0,1,9,20,20,6,19760211,138,5,1,5,1997,Den,0,0,0,13,4,0,0,0,True,False,False,False,False,,TOBATTI,False,False,0,0,0,0,0,4800,0,400,6,2,20,,0,,,0,0,0,0,0,0,0,0,384,170,9,2,89,66,67,118,58,159,26,241,63,1478,73,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Delk,Tony,-1,355,-1,4,3,8,59,0,1,41,41,59,3828,73,69,84,30,84,22,25,45,27,74,62,78,75,60,71,50,79,25,34,41,35,10,6,0,0,0,0,5,0,0,4,19740128,113,16,1,16,1996,Cha,0,0,0,2,4,0,0,0,True,False,False,False,False,,TODELK_,False,False,0,0,0,0,0,3150,0,225,6,2,0,,0,,,0,0,0,0,0,0,0,0,184,70,66,20,44,37,7,16,28,46,27,43,17,509,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Coles,Bimbo,-1,368,12,4,4,14,147,0,0,0,0,43,3175,55,47,83,0,45,9,13,36,50,43,88,71,77,50,67,45,44,20,18,44,1,15,2,1,0,0,1,5,50,50,14,19680422,117,40,2,40,1990,Sac,0,0,0,1,6,0,0,0,True,False,False,False,False,,VECOLES,False,False,0,0,0,0,0,1100,0,0,1,1,50,,0,,,0,0,0,0,0,0,0,0,34,12,0,0,6,4,0,2,15,27,3,8,9,170,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Baker,Vin,69,369,42,0,1,11,254,0,1,26,26,57,3729,59,11,73,58,40,40,69,69,25,78,50,55,52,40,49,71,55,15,53,73,0,34,9,1,0,0,1,9,19,19,8,19711123,429,8,1,8,1993,Mil,0,0,0,13,5,0,0,0,True,False,False,False,False,,VIBAKER,False,False,0,0,0,0,0,3450,0,431,7,2,19,,0,,,0,0,0,0,0,0,0,0,432,208,3,1,157,114,32,112,66,160,29,168,77,1313,54,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,9,6,2,6,1,8,3,6,2,57,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,McCarty,Walter,71,374,0,2,2,8,59,0,3,49,49,62,3938,81,85,76,57,70,18,13,59,32,61,57,68,61,58,51,51,90,25,59,49,55,38,5,1,0,0,1,8,1,1,5,19740201,120,19,1,19,1996,NY,0,0,0,8,4,0,0,0,True,False,False,False,False,,WAMCCAR,False,False,0,0,0,0,0,1210,0,121,3,2,1,,0,,,0,0,0,0,0,0,0,0,523,203,366,137,82,62,22,28,124,179,72,211,91,1901,77,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,15,6,0,0,2,3,8,7,2,18,4,127,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Walker,Antoine,-1,22,8,1,1,8,59,0,2,128,128,80,4664,83,61,55,60,42,38,56,79,63,78,54,66,61,77,69,72,94,25,77,77,27,75,9,2,0,0,2,9,0,0,1,19760812,320,6,1,6,1996,Bos,0,0,0,6,4,0,0,0,True,False,False,False,False,,ANWALKE,False,False,0,0,0,0,0,14625,0,0,6,1,0,,0,,,0,0,0,0,0,0,0,0,1129,483,305,82,186,103,65,198,369,212,65,486,202,2840,82,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,22,10,1,7,4,3,23,12,13,6,27,9,140,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Pierce,Paul,79,489,34,3,2,6,56,0,1,51,51,89,4992,85,67,82,80,76,27,18,70,64,83,74,82,78,72,83,68,90,25,84,61,25,94,4,0,0,0,0,6,1,1,3,19771013,444,10,1,10,1998,Bos,0,0,0,7,4,0,0,0,True,False,False,False,False,,PAPIERC,False,False,0,0,0,0,0,12585,0,1258,6,3,1,,0,,,0,0,0,0,0,0,0,0,1497,602,384,115,631,517,52,69,410,234,131,453,303,3099,80,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,26,17,5,31,26,4,6,10,12,5,29,25,162,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Sundov,Bruno,-1,460,41,0,0,4,526,0,0,0,0,36,2905,52,10,75,58,20,34,36,55,45,40,25,50,40,25,45,52,60,15,14,52,0,35,4,0,0,0,0,9,19,19,14,19800210,492,35,2,35,1998,Dal,0,0,0,13,3,0,0,0,True,False,False,False,False,,BRSUNDO,False,False,0,0,0,0,0,745,0,0,1,1,19,,0,,,0,0,0,0,0,0,0,0,10,4,0,0,6,3,0,2,1,9,0,8,3,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Brown,Kedrick,-1,500,5,2,2,3,571,0,1,51,51,57,3741,52,72,63,80,58,13,35,57,32,58,41,64,67,75,68,62,57,25,42,51,38,26,5,1,0,0,1,5,21,21,13,19810318,386,11,1,11,2001,Bos,0,0,0,7,3,0,0,0,True,False,False,False,False,,KEBROWN,False,False,0,0,0,0,0,2332,0,0,4,1,21,,0,,,0,0,0,0,0,0,0,0,254,117,99,38,27,17,7,41,64,80,30,105,29,969,55,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Bremer,J.R.,-1,1059,9,4,3,2,124,1,3,160,159,57,3728,83,83,77,60,46,4,10,45,53,67,40,70,75,50,65,47,60,25,54,44,51,35,2,1,0,0,1,4,50,50,10,19800919,25,-1,-1,-1,2002,--,0,0,0,1,4,0,0,0,True,False,False,False,False,,JRBREME,False,False,0,0,0,0,0,0,0,0,2,1,50,,0,,,0,0,0,0,0,0,0,0,464,171,286,101,111,85,3,18,164,80,38,127,59,1503,64,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Banks,Marcus,-1,1145,11,4,4,1,140,0,3,159,159,59,3829,58,59,76,10,89,14,18,39,62,67,60,88,85,59,73,47,60,23,46,47,19,24,6,0,0,0,0,5,1,1,8,19811119,136,13,1,13,2003,Mem,0,0,0,4,3,0,0,0,True,False,False,False,False,,MABANKS,False,False,0,0,0,0,0,1343200,0,355,4,3,1,,0,,,0,0,0,0,0,0,0,0,442,177,86,27,131,99,13,30,175,171,88,103,125,1384,81,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,5,2,4,4,1,1,7,9,2,6,3,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Perkins,Kendrick,-1,1154,43,1,1,1,521,0,2,41,41,45,3261,43,2,62,52,21,55,60,74,11,61,44,56,54,35,32,93,54,13,28,62,0,10,4,1,0,0,1,9,1,1,9,19841110,540,27,1,27,2003,Mem,0,0,0,13,2,0,0,0,True,False,False,False,False,,KEPERKI,False,False,0,0,0,0,0,1408,0,339,4,3,1,,0,,,0,0,0,0,0,0,0,0,15,8,0,0,9,6,2,5,3,6,0,9,5,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Marshall,Donyell,-1,114,42,1,2,10,25,0,0,158,159,74,4400,62,75,74,64,58,67,57,86,20,77,42,60,71,54,61,63,72,25,80,70,31,39,10,1,0,0,1,8,27,27,1,19730518,47,4,1,4,1994,Min,0,0,0,6,4,0,0,0,True,False,False,False,False,,DOMARSH,False,False,0,0,0,0,0,4545,0,0,3,1,27,,0,,,0,0,0,0,0,0,0,0,1020,470,325,131,182,134,124,210,122,247,93,598,117,2988,82,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Hoiberg,Fred,33,145,32,3,2,9,55,0,2,127,127,54,3621,75,76,84,0,67,9,10,71,29,56,70,66,60,40,66,54,80,25,65,35,44,25,2,1,0,0,1,4,16,16,8,19721015,269,52,2,52,1995,Ind,0,0,0,1,5,0,0,0,True,False,False,False,False,,FRHOIBE,False,False,0,0,0,0,0,1600,0,160,2,2,16,,0,,,0,0,0,0,0,0,0,0,383,178,172,76,116,98,10,21,109,136,66,247,44,1804,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,39,48,22,16,15,0,9,23,29,16,57,8,438,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Rose,Jalen,-1,181,5,3,4,10,72,1,0,143,141,73,4384,74,65,81,58,37,14,11,49,64,78,77,82,82,56,89,57,86,25,79,62,21,51,4,2,0,0,2,7,27,27,3,19730130,20,13,1,13,1994,Den,0,0,0,5,5,0,0,0,True,False,False,False,False,,JAROSE_,False,False,0,0,0,0,0,14487,0,1207,7,3,27,,0,,,0,0,0,0,0,0,0,0,952,383,202,69,231,187,22,34,329,184,51,232,208,2497,66,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Brunson,Rick,-1,394,9,4,4,6,128,1,1,158,158,46,3312,63,62,42,5,82,0,36,46,75,46,59,64,60,40,72,32,45,25,24,45,21,35,6,0,0,0,0,5,50,50,0,19720614,134,-1,-1,-1,1996,--,0,0,0,5,5,0,0,0,True,False,False,False,False,,RIBRUNS,False,False,0,0,0,0,0,0,0,0,0,0,50,,0,,,0,0,0,0,0,0,0,0,105,40,23,11,31,27,3,9,82,44,25,28,33,412,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Blount,Corie,-1,78,44,0,1,11,20,0,1,45,44,53,3586,46,0,56,62,82,38,72,78,25,45,50,65,63,40,41,68,59,12,42,55,0,25,4,1,0,0,1,9,50,50,12,19690104,166,25,1,25,1993,Chi,0,0,0,13,6,0,0,0,True,False,False,False,False,,COBLOUN,False,False,0,0,0,0,0,0,0,0,1,1,50,,0,,,0,0,0,0,0,0,0,0,253,115,3,0,27,15,24,98,55,135,49,177,43,1050,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Robinson,Eddie,128,569,32,3,2,5,518,0,1,28,26,53,3606,62,13,65,81,59,16,21,41,28,64,49,70,71,75,66,52,65,15,45,58,0,42,4,1,0,0,1,9,3,3,12,19760419,398,-1,-1,-1,1999,--,0,0,0,9,4,0,0,0,True,False,False,False,False,,EDROBIN,False,False,0,0,0,0,0,6768,0,521,6,2,3,,0,,,0,0,0,0,0,0,0,0,326,157,5,1,43,28,10,27,58,57,33,77,45,1024,51,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Fizer,Marcus,-1,574,21,2,1,4,55,0,1,41,41,59,3815,57,14,66,67,32,34,74,78,29,81,52,58,56,65,53,82,62,15,45,65,1,44,4,2,0,0,2,6,50,50,10,19780810,291,4,1,4,2000,Chi,0,0,0,14,5,0,0,0,True,False,False,False,False,,MAFIZER,False,False,0,0,0,0,0,0,0,0,4,1,50,,0,,,0,0,0,0,0,0,0,0,383,178,6,1,134,88,17,80,48,89,14,136,57,809,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,Crawford,Jamal,-1,609,11,3,4,4,72,0,3,56,57,72,4347,83,78,83,80,72,16,13,45,80,79,31,74,80,55,75,46,69,25,67,54,39,60,6,1,0,0,1,4,19,19,3,19800320,369,8,1,8,2000,Cle,0,0,0,7,2,0,0,0,True,False,False,False,False,,JACRAWF,False,False,0,0,0,0,0,5800,0,725,7,7,19,,0,,,0,0,0,0,0,0,0,0,1318,509,521,165,240,200,29,46,405,161,111,237,193,2811,80,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
