	NAME	FNAME	POSITION	POSITION2	HAND	OVERALLRTG	FGPBASE	THREEPTBAS	FTPBASE	DNKABILITY	STLABILITY	BLKABILITY	OREABILITY	DREABILITY	BALABILITY	OFFABILITY	DEFABILITY	SPEED	QUICK	JUMP	DRIBBLE	DSTRENGTH	DHARDY	DSHOOTRANG	FATIGUE	INSIDESC	THREEPTATT	PRIMACY	SFGATT	SFGMAD	STHREEATT	STHREEMAD	SFTATT	SFTMAD	SBLOCKS	SOFFREB	SASSISTS	SPERFOUL	SSTEALS	SDEFREB	STURNOVER	SMINUTES	SGAMES	SGSTART	CHEMTYPE	year
16	Knight	Brevin	4.0	4.0	0	69	61	23	80	0	83	3	8.0	40.0	88	80.0	80.0	86	85	40	83	43	55	18	64	42.0	3.0	64	363	152	18	1	128	103	3	14	297	113	67	99	95	1274	45	25	3	08
17	Billups	Chauncey	4.0	3.0	0	84	80	81	89	35	82	1	12.0	40.0	80	82.0	83.0	80	86	65	86	65	84	25	85	55.0	42.0	61	815	348	316	109	437	386	17	21	504	161	84	217	140	2534	70	70	3	08
18	Mullin	Chris	3.0	2.0	1	94	94	95	92	60	68	49	60.0	71.0	80	93.0	88.0	70	62	58	89	58	84	25	90	69.0	25.0	65	13243	6740	2120	815	4178	3616	549	1026	3450	2050	1530	3008	2315	32163	986	822	1	08
19	Outlaw	Bo	1.0	0.0	0	64	42	0	62	58	51	63	60.0	79.0	29	25.0	74.0	65	64	65	33	58	89	12	50	55.0	0.0	26	51	34	0	0	22	13	6	45	16	57	17	57	21	459	41	0	7	08
20	Robinson	Cliff	1.0	0.0	0	73	74	70	63	64	67	50	25.0	47.0	29	59.0	87.0	65	57	50	69	67	75	25	55	60.0	33.0	42	218	81	66	25	36	16	23	30	50	100	12	90	30	955	50	1	7	08
21	Williamson	Corliss	2.0	1.0	0	66	64	0	77	52	44	14	54.0	53.0	23	78.0	55.0	74	62	50	57	75	85	12	51	77.0	0.0	41	463	236	2	0	207	148	15	61	41	184	29	156	97	1340	68	1	2	08
22	Armstrong	Darrell	4.0	4.0	0	67	64	60	78	0	73	12	28.0	42.0	70	51.0	75.0	79	82	35	75	45	60	25	50	51.0	40.0	52	377	156	214	72	93	73	6	32	194	105	70	97	76	1272	81	4	2	08
23	Davis	Dale	0.0	1.0	0	67	44	0	60	64	44	66	75.0	74.0	16	41.0	70.0	56	53	50	27	68	85	12	54	73.0	1.0	29	74	33	0	0	26	17	34	60	14	60	10	78	15	465	46	6	6	08
24	Fortson	Danny	0.0	1.0	0	66	52	0	87	52	25	10	91.0	81.0	9	76.0	57.0	56	62	48	40	89	70	12	50	67.0	0.0	47	30	15	1	0	13	10	0	13	1	38	1	29	15	158	14	6	9	08
25	Martin	Darrick	4.0	3.0	1	60	71	70	78	0	35	2	6.0	20.0	72	68.0	58.0	76	76	50	64	42	90	25	50	42.0	38.0	35	94	33	37	13	21	15	0	3	43	22	3	9	12	220	31	0	1	08
26	Stoudamire	Damon	4.0	3.0	1	74	71	80	85	0	56	0	15.0	49.0	80	77.0	72.0	81	90	50	81	44	76	25	75	45.0	42.0	65	437	171	175	59	83	66	2	31	298	93	47	105	101	1500	62	51	8	08
27	Wesley	David	3.0	3.0	0	71	68	73	85	0	62	3	9.0	36.0	46	64.0	77.0	80	75	65	79	60	85	25	76	57.0	38.0	46	75	22	38	9	28	20	4	4	39	32	12	32	17	354	35	5	3	08
28	Anderson	Derek	4.0	3.0	0	68	76	70	83	60	52	3	15.0	43.0	56	65.0	62.0	73	73	62	57	48	59	25	55	44.0	39.0	50	294	126	152	54	106	93	7	30	135	115	52	85	56	1190	50	32	2	08
29	Brown	Dee	4.0	3.0	0	56	81	80	45	0	40	6	10.0	31.0	55	56.0	51.0	72	67	40	63	60	63	25	50	38.0	1.0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	08
30	Fisher	Derek	4.0	3.0	1	70	79	76	83	10	62	1	12.0	42.0	65	74.0	68.0	79	65	50	71	55	85	25	67	45.0	39.0	56	675	258	156	48	307	262	6	33	271	238	83	123	120	2288	82	61	3	08
31	Mutombo	Dikembe	0.0	0.0	0	67	59	0	75	55	24	85	82.0	80.0	2	49.0	88.0	48	48	35	31	74	55	12	50	79.0	0.0	30	153	85	0	0	87	60	76	165	15	158	22	323	38	1290	75	33	2	08
32	Marshall	Donyell	1.0	2.0	0	77	72	79	74	64	62	45	46.0	85.0	23	76.0	42.0	62	71	54	61	63	72	25	57	70.0	31.0	46	493	209	271	95	80	53	43	89	49	130	39	235	67	1361	81	0	6	08
33	Jones	Eddie	3.0	2.0	0	73	75	76	78	70	54	21	9.0	60.0	36	67.0	74.0	73	75	65	66	50	50	25	78	55.0	46.0	43	422	178	222	78	75	59	10	32	109	122	68	160	47	1594	64	41	7	08
34	Dampier	Erick	0.0	0.0	0	70	63	0	59	68	16	75	79.0	85.0	15	64.0	74.0	44	48	40	26	85	88	12	59	64.0	0.0	40	334	209	0	0	191	119	82	220	46	236	24	350	107	1915	76	73	9	08
35	Johnson	Ervin	0.0	0.0	0	58	36	0	64	58	30	50	76.0	78.0	7	33.0	75.0	41	48	40	22	74	86	12	50	54.0	0.0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	08
36	Piatkowski	Eric	3.0	2.0	0	61	64	81	80	10	62	1	14.0	39.0	29	73.0	51.0	68	67	40	63	57	61	25	50	48.0	52.0	43	25	9	18	7	2	2	1	2	4	6	0	7	5	73	11	0	10	08
37	Snow	Eric	4.0	4.0	0	66	64	49	68	20	65	12	15.0	33.0	78	70.0	80.0	73	72	33	70	43	55	20	66	60.0	14.0	20	324	135	4	0	113	72	16	33	328	189	55	156	111	1927	82	45	3	08
38	Williams	Eric	2.0	1.0	0	64	54	63	69	58	52	3	26.0	50.0	33	60.0	54.0	75	72	50	55	58	65	25	53	57.0	22.0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	08
39	Payton	Gary	4.0	4.0	0	73	71	57	76	5	62	7	14.0	39.0	85	65.0	85.0	79	79	55	79	40	92	23	73	62.0	18.0	42	366	144	123	32	57	38	3	20	204	116	43	116	66	1503	68	28	8	08
40	Hill	Grant	2.0	3.0	0	77	82	21	76	64	75	34	29.0	59.0	46	84.0	82.0	80	80	64	78	65	40	18	74	63.0	1.0	67	660	342	12	2	324	248	25	52	137	143	61	182	144	2009	65	64	3	08
41	Kidd	Jason	4.0	4.0	0	87	75	64	79	22	83	5	30.0	76.0	91	89.0	94.0	94	89	70	85	60	75	25	77	60.0	42.0	65	908	369	361	124	230	179	23	136	736	144	127	520	213	2936	80	80	3	08
42	Rose	Jalen	2.0	3.0	1	71	70	73	78	58	41	5	12.0	44.0	36	73.0	67.0	75	77	56	73	60	71	25	74	62.0	24.0	64	86	38	47	21	12	11	2	3	17	23	5	20	9	247	29	0	4	08
43	Vaughn	Jacque	4.0	4.0	0	57	63	37	83	0	52	0	8.0	33.0	46	49.0	68.0	74	69	50	73	51	45	20	50	40.0	5.0	39	167	71	2	1	65	49	2	6	128	77	24	58	40	762	64	4	7	08
44	Palacio	Milt	4.0	3.0	0	59	58	19	74	17	56	12	12.0	36.0	85	57.0	36.0	75	72	33	64	51	69	15	50	38.0	8.0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	08
45	O'Neal	Jermaine	1.0	0.0	0	85	80	10	70	85	28	83	44.0	85.0	45	89.0	82.0	60	59	75	44	91	85	15	80	90.0	1.0	86	1141	498	7	0	447	343	182	152	166	235	50	511	203	2456	69	69	3	08
46	Stackhouse	Jerry	2.0	2.0	0	76	75	72	88	72	59	9	18.0	47.0	37	79.0	65.0	75	77	61	73	61	70	25	71	64.0	18.0	67	654	280	162	62	215	182	10	40	188	80	51	107	117	1615	67	8	7	08
47	Smith	Joe	1.0	1.0	0	66	58	0	77	65	33	27	63.0	76.0	14	68.0	50.0	61	60	50	55	58	75	12	68	64.0	0.0	40	477	214	5	0	148	125	27	117	52	150	37	280	76	1502	65	11	5	08
48	Thomas	John	1.0	1.0	0	58	40	0	58	58	52	39	60.0	58.0	15	40.0	50.0	53	54	50	24	83	75	12	50	61.0	0.0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	08
49	Howard	Juwan	1.0	1.0	0	67	60	0	75	68	35	3	60.0	65.0	28	65.0	62.0	64	61	60	49	63	75	12	65	75.0	0.0	46	665	309	0	0	188	155	8	136	128	208	29	336	112	2120	80	38	1	08
50	Garnett	Kevin	1.0	2.0	0	97	80	41	80	90	60	85	63.0	94.0	72	87.0	90.0	70	70	89	61	85	84	20	60	88.0	2.0	76	1341	638	56	12	498	416	126	182	312	182	89	790	205	2994	76	76	3	08
51	Bryant	Kobe	3.0	4.0	0	97	87	80	85	95	80	20	33.0	66.0	80	96.0	80.0	87	90	95	88	60	85	25	84	80.0	29.0	89	1757	813	398	137	768	667	36	77	416	208	111	362	255	3142	77	77	4	08
52	Thomas	Kurt	0.0	1.0	0	73	75	14	78	65	44	43	67.0	92.0	26	60.0	78.0	55	58	50	32	66	70	15	78	64.0	1.0	40	259	126	1	0	71	56	29	87	27	154	24	295	35	1206	67	13	7	08
53	Johnson	Larry	1.0	2.0	0	91	76	80	81	84	35	75	70.0	83.0	46	91.0	75.0	70	66	64	41	79	81	25	90	87.0	1.0	55	9086	4401	1104	367	2978	2281	258	1794	2298	1893	515	3506	1435	25685	707	699	7	08
54	Hunter	Lindsey	4.0	3.0	0	70	78	56	79	30	87	18	26.0	39.0	54	46.0	77.0	77	78	65	70	53	61	23	50	42.0	28.0	42	244	94	119	38	33	30	7	10	94	57	34	36	35	744	52	0	8	08
55	Wright	Lorenzen	0.0	0.0	0	70	61	0	66	75	46	48	61.0	83.0	18	64.0	61.0	64	62	50	35	65	70	12	66	73.0	0.0	42	183	82	0	0	32	9	28	87	40	201	28	134	39	1032	67	31	6	08
56	Camby	Marcus	0.0	1.0	0	78	59	0	72	78	63	90	55.0	89.0	40	68.0	87.0	62	60	59	46	66	35	12	70	74.0	0.0	45	659	312	2	0	221	161	231	161	224	182	87	651	122	2366	70	70	3	08
57	Taylor	Maurice	1.0	2.0	0	66	58	26	69	73	36	23	40.0	72.0	23	61.0	52.0	64	69	50	62	73	50	18	50	69.0	2.0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	08
58	Finley	Michael	3.0	3.0	0	78	74	77	85	75	36	10	15.0	47.0	35	75.0	78.0	75	75	70	77	63	95	25	77	60.0	31.0	51	663	273	286	104	98	90	16	33	107	74	32	189	46	1820	82	16	7	08
59	Richmond	Mitch	3.0	3.0	0	90	89	88	90	47	62	23	56.0	60.0	78	94.0	79.0	81	84	48	93	64	79	25	90	63.0	25.0	50	16038	7305	3417	1326	5365	4561	254	881	3398	2503	1211	2920	2579	34309	976	902	10	08
60	Harrington	Othella	1.0	1.0	1	65	61	0	71	62	33	21	67.0	73.0	21	75.0	52.0	60	50	50	40	66	77	12	50	71.0	0.0	51	56	25	0	0	22	17	1	13	5	49	1	26	15	221	26	0	1	08
61	Brown	P.J.	1.0	1.0	0	69	50	0	82	69	48	27	68.0	70.0	30	59.0	78.0	62	59	50	35	65	79	12	76	63.0	0.0	41	418	170	2	0	122	96	52	130	50	187	24	216	85	1454	72	49	2	08
62	Allen	Ray	3.0	3.0	0	88	91	90	90	81	59	23	23.0	56.0	67	91.0	65.0	85	81	78	84	54	90	25	80	52.0	37.0	72	1153	505	443	165	309	279	11	55	225	116	82	193	154	2217	55	55	3	08
63	Livingston	Randy	4.0	4.0	0	60	60	57	68	10	84	12	9.0	21.0	87	52.0	50.0	68	70	50	50	58	40	23	50	51.0	30.0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	08
64	Wallace	Rasheed	1.0	0.0	0	87	77	70	74	82	41	77	51.0	82.0	40	80.0	85.0	63	61	70	39	81	81	25	79	84.0	22.0	52	843	357	296	104	137	108	118	90	128	225	75	450	94	2423	75	72	8	08
65	Horry	Robert	1.0	2.0	0	72	68	73	64	57	61	63	51.0	67.0	28	60.0	76.0	61	61	42	59	48	73	25	50	48.0	37.0	40	251	90	149	50	64	38	41	75	75	102	45	156	44	1122	68	8	2	08
66	Cassell	Sam	4.0	4.0	0	72	75	75	86	0	43	14	12.0	44.0	80	80.0	72.0	70	80	50	79	52	78	25	69	55.0	15.0	75	625	261	109	32	182	160	8	29	273	128	28	139	101	1409	58	30	3	08
67	Abdur-Rahim	Shareef	1.0	2.0	0	74	65	38	78	68	46	22	57.0	78.0	42	80.0	53.0	62	60	52	50	75	60	20	72	79.0	2.0	64	654	310	20	3	234	170	40	120	112	240	53	280	116	2016	80	45	6	08
68	O'Neal	Shaquille	0.0	0.0	0	89	67	0	46	97	33	88	79.0	91.0	62	99.0	95.0	60	65	70	30	99	85	12	70	95.0	0.0	82	479	283	0	0	294	124	55	96	80	140	8	200	95	1136	40	39	4	08
69	Jackson	Stephen	2.0	3.0	0	74	69	80	78	66	68	10	19.0	63.0	44	80.0	58.0	75	74	61	69	57	50	25	72	53.0	35.0	64	944	409	311	100	299	243	34	60	285	203	84	158	183	2483	75	69	9	08
70	Marbury	Stephon	4.0	3.0	0	82	75	71	75	30	75	1	11.0	30.0	88	80.0	75.0	85	90	79	88	71	85	25	81	50.0	25.0	70	952	395	345	123	386	297	10	37	400	185	71	178	179	2745	74	74	4	08
71	Nash	Steve	4.0	4.0	0	87	86	87	92	0	52	11	19.0	48.0	99	99.0	79.0	91	96	65	95	60	89	25	93	65.0	30.0	68	971	517	343	156	247	222	6	30	882	114	57	236	287	2683	76	76	3	08
72	Ratliff	Theo	0.0	1.0	0	65	63	0	65	68	24	82	51.0	80.0	8	33.0	81.0	49	50	50	26	64	60	12	60	72.0	0.0	22	3	1	0	0	4	3	3	2	0	6	1	5	1	44	2	2	3	08
73	Duncan	Tim	0.0	1.0	0	91	85	22	62	85	36	90	74.0	94.0	50	93.0	96.0	66	65	60	35	85	85	18	71	99.0	1.0	76	1131	618	9	1	568	362	190	216	272	200	66	632	224	2728	80	80	3	08
74	Hardaway	Tim	4.0	3.0	0	90	87	78	76	33	78	25	41.0	52.0	82	95.0	76.0	92	95	63	96	55	81	25	90	64.0	63.0	74	13076	5640	4345	1542	3263	2551	129	544	7095	2027	1428	2311	2481	30626	867	770	7	08
75	Thomas	Tim	2.0	1.0	0	70	72	75	66	75	38	12	18.0	51.0	26	75.0	48.0	62	64	77	59	67	65	25	62	75.0	29.0	51	723	299	356	136	144	102	28	61	175	228	55	312	106	2052	76	24	9	08
76	Battie	Tony	1.0	0.0	0	63	60	0	72	58	28	68	46.0	80.0	9	38.0	29.0	50	60	65	35	65	64	12	65	71.0	0.0	25	360	176	1	0	77	52	30	92	33	185	29	251	61	1577	66	66	7	08
77	Potapenko	Vitaly	0.0	1.0	0	61	55	0	58	49	38	14	70.0	72.0	12	65.0	47.0	47	42	44	28	93	87	12	50	68.0	0.0	37	4	0	0	0	0	0	0	0	0	3	0	2	2	13	3	0	5	08
78	Ilgauskas	Zydrunas	0.0	0.0	0	76	75	15	83	63	36	75	79.0	80.0	18	86.0	80.0	46	42	56	30	70	60	15	74	81.0	1.0	60	793	385	1	0	192	155	98	242	125	257	48	359	141	2129	78	78	6	08
79	Brezec	Primoz	0.0	1.0	0	68	69	0	73	62	25	55	76.0	70.0	18	78.0	40.0	51	54	40	40	69	80	12	69	73.0	0.0	46	274	122	3	1	68	43	23	81	23	162	11	104	38	835	58	40	2	08
80	Cato	Kelvin	0.0	1.0	0	69	27	0	78	69	65	86	53.0	86.0	12	52.0	60.0	52	50	75	15	85	73	12	55	51.0	0.0	31	22	7	0	0	12	8	10	13	0	11	3	20	6	95	18	0	7	08
81	McGrady	Tracy	3.0	2.0	0	93	86	80	80	93	81	25	16.0	68.0	80	91.0	82.0	85	85	90	83	50	70	25	86	80.0	32.0	83	1480	638	381	126	488	345	36	57	462	135	92	320	213	2542	71	71	9	08
82	Jaric	Marko	4.0	3.0	0	71	67	69	69	12	83	16	9.0	44.0	85	66.0	38.0	77	75	48	71	60	80	25	67	56.0	33.0	45	325	136	85	32	88	67	16	56	147	175	75	133	88	1554	70	13	1	08
83	Pollard	Scot	1.0	0.0	0	62	42	0	67	62	62	43	73.0	71.0	9	41.0	75.0	48	41	50	20	79	58	12	50	72.0	0.0	27	26	11	0	0	4	2	1	14	2	26	4	17	4	108	24	0	7	08
84	Rose	Malik	1.0	0.0	0	65	59	10	78	65	56	16	70.0	70.0	19	63.0	70.0	50	55	50	30	75	65	15	50	60.0	1.0	46	186	74	8	2	52	42	9	46	65	117	26	130	65	813	65	2	2	08
85	Zhizhi	Wang	1.0	0.0	1	58	70	28	72	58	35	40	52.0	66.0	11	56.0	52.0	56	34	35	33	86	60	18	50	45.0	8.0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	08
86	Stojakovic	Peja	2.0	3.0	0	82	84	85	91	60	61	7	29.0	69.0	47	86.0	63.0	75	69	61	67	63	86	25	87	75.0	43.0	71	196	83	84	34	38	31	4	10	10	29	8	43	19	425	13	13	2	08
87	Bell	Raja	3.0	2.0	0	74	64	79	74	59	80	7	12.0	44.0	43	72.0	90.0	75	80	61	62	59	58	25	67	58.0	20.0	50	950	410	496	205	152	118	22	47	195	234	50	203	83	2917	78	78	2	08
88	Brown	Kwame	0.0	1.0	0	75	60	0	54	80	49	59	77.0	81.0	21	51.0	73.0	67	70	71	48	69	60	12	70	74.0	0.0	44	242	143	1	0	134	59	49	82	74	123	39	164	76	1132	41	28	0	08
89	Chandler	Tyson	0.0	1.0	0	80	68	0	55	80	69	80	84.0	88.0	14	60.0	80.0	65	66	78	40	75	65	12	70	68.0	0.0	33	468	292	1	0	201	106	129	321	66	241	37	584	126	2526	73	73	7	08
90	Williams	Alvin	4.0	3.0	0	63	60	55	78	10	59	9	8.0	41.0	63	54.0	64.0	78	69	38	76	42	47	23	65	55.0	17.0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	08
91	Harrington	Al	1.0	2.0	0	80	75	43	67	72	60	27	44.0	65.0	57	80.0	65.0	66	67	85	60	74	58	20	80	80.0	8.0	75	1083	495	293	127	242	168	24	148	148	265	65	343	169	2566	78	78	8	08
92	Gasol	Pau	1.0	0.0	0	85	80	12	72	71	36	82	67.0	80.0	55	87.0	80.0	70	62	60	58	63	90	15	73	87.0	0.0	66	858	462	11	3	400	299	126	148	201	136	29	431	162	2136	59	59	7	08
93	Jamison	Antawn	1.0	2.0	0	80	75	68	76	82	38	9	49.0	71.0	28	80.0	61.0	73	71	81	65	60	90	25	80	80.0	17.0	62	1139	512	379	138	307	226	36	133	133	196	80	427	104	2660	70	70	3	08
94	Curry	Eddy	0.0	1.0	0	74	60	0	63	85	20	50	77.0	81.0	9	75.0	68.0	53	53	79	32	89	80	12	62	80.0	0.0	59	1016	585	1	1	659	405	40	194	65	267	34	373	295	2851	81	81	0	08
95	Wells	Bonzi	3.0	2.0	0	75	74	63	75	60	77	28	26.0	63.0	25	74.0	61.0	75	76	65	70	57	80	25	67	53.0	17.0	59	207	85	7	1	82	46	13	25	31	62	24	95	57	591	28	1	4	08
96	Skinner	Brian	1.0	0.0	0	67	45	0	52	66	59	82	79.0	81.0	21	46.0	64.0	52	45	50	24	83	66	12	50	55.0	0.0	33	253	124	0	0	79	46	64	107	60	194	18	281	75	1521	67	44	6	08
97	Richardson	Jason	3.0	2.0	0	86	80	75	67	94	80	18	36.0	57.0	50	89.0	72.0	82	86	97	85	65	53	25	80	53.0	27.0	71	734	306	301	110	140	92	32	71	173	128	54	189	82	1673	51	49	3	08
98	Mobley	Cuttino	3.0	4.0	1	77	80	80	83	65	56	19	14.0	40.0	37	77.0	65.0	83	83	75	71	62	72	25	76	42.0	37.0	55	882	388	246	101	239	200	24	55	195	187	92	218	145	2839	78	73	9	08
99	Battier	Shane	2.0	3.0	0	76	70	70	70	56	70	48	50.0	53.0	23	70.0	78.0	68	75	60	60	58	69	25	71	57.0	34.0	38	654	292	373	157	113	88	60	66	172	189	79	271	72	2985	82	82	3	08
100	Nowitzki	Dirk	1.0	2.0	0	92	91	84	90	74	64	72	34.0	89.0	40	95.0	68.0	64	64	59	80	69	85	25	81	86.0	20.0	79	1341	673	173	72	551	498	62	125	265	172	52	569	167	2824	78	78	3	08
101	Griffin	Eddie	1.0	0.0	0	70	59	69	60	70	27	88	68.0	89.0	16	60.0	42.0	51	49	68	43	50	35	25	50	65.0	39.0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	08
102	James	Jerome	0.0	0.0	0	57	42	0	62	64	30	67	52.0	65.0	9	57.0	49.0	34	30	50	18	80	55	12	50	65.0	0.0	32	79	33	0	0	18	10	15	21	4	74	6	45	23	275	41	11	9	08
103	Williams	Jason	4.0	3.0	0	73	72	75	86	29	50	3	7.0	28.0	84	81.0	60.0	85	85	60	88	39	69	25	75	42.0	50.0	46	569	235	295	100	103	94	1	18	323	67	58	122	100	1867	61	55	9	08
104	Hughes	Larry	3.0	4.0	0	84	74	61	75	76	97	10	25.0	68.0	65	87.0	85.0	80	82	81	83	41	60	25	79	59.0	19.0	77	953	381	222	74	309	209	26	42	259	161	89	224	154	2597	70	68	2	08
105	Diop	DeSagana	0.0	0.0	0	66	34	0	54	67	42	80	74.0	78.0	23	60.0	67.0	52	55	50	27	88	34	12	64	48.0	0.0	29	151	71	1	0	86	48	113	162	32	243	40	275	63	1482	81	9	7	08
106	Harpring	Matt	4.0	3.0	0	73	65	55	72	54	49	11	60.0	57.0	26	75.0	69.0	68	59	55	74	69	80	23	73	65.0	5.0	50	656	322	39	13	309	237	11	116	100	231	52	239	118	1964	77	2	3	08
107	Bibby	Mike	4.0	4.0	0	82	83	84	85	33	73	14	19.0	43.0	85	88.0	60.0	87	83	64	84	51	75	25	80	58.0	29.0	71	1166	471	481	173	347	288	6	41	385	139	88	221	197	2788	82	82	3	08
108	Doleac	Michael	0.0	1.0	0	60	60	0	80	53	35	28	50.0	75.0	19	57.0	55.0	52	42	25	45	78	68	12	50	57.0	0.0	35	175	82	1	0	41	36	15	45	22	95	18	112	30	700	56	0	8	08
109	Olowokandi	Michael	0.0	0.0	0	69	57	0	63	68	22	73	70.0	80.0	11	60.0	65.0	59	57	60	28	79	76	12	50	65.0	0.0	37	46	19	0	0	3	2	13	14	5	48	8	34	17	235	24	0	0	08
110	Mohammed	Nazr	0.0	1.0	0	67	52	0	67	58	54	72	84.0	79.0	8	72.0	45.0	45	50	40	24	73	60	12	64	72.0	0.0	44	222	118	0	0	82	50	40	87	10	133	27	138	43	775	51	33	2	08
111	Garrity	Pat	0.0	1.0	0	63	87	75	81	55	35	14	16.0	56.0	14	64.0	51.0	61	60	40	58	67	60	25	50	56.0	48.0	38	70	22	32	11	18	16	0	13	13	36	7	30	14	277	33	0	0	08
112	Pierce	Paul	2.0	3.0	0	89	80	83	80	80	80	19	21.0	64.0	57	94.0	69.0	81	78	72	85	68	90	25	79	80.0	24.0	80	850	373	275	107	402	320	13	38	193	122	48	240	152	1739	47	46	9	08
113	LaFrentz	Raef	1.0	0.0	1	73	70	70	81	53	33	72	56.0	81.0	21	76.0	51.0	57	50	45	53	68	47	25	64	64.0	33.0	42	102	39	23	2	26	20	11	24	8	57	7	46	13	351	27	9	5	08
