DELETED,NAME,FNAME,NICKNAMEID,PLAYERID,NUMBER,POSITION,POSITION2,YEARSEXP,SCHOOLNUM,HAND,SHOELIMIT,ORIGHSHOE,ORIGASHOE,OVERALLRTG,PLAYRVALUE,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,SCOREAREA,FACIALCTRL,FTRITUAL,AUDIONICK,CELEBPACK,THREEPTSTY,ORIGTEAM,TEAM,ROSTERPOS,BIRTHDATE,BTOWNID,DPLACE,DROUND,DOVERALL,DRAFTYEAR,DRAFTEDBY,SCRATCH1,SCRATCH2,SCRATCH3,DUNKPACK,DESTINY,INJURYID,INJURYDATE,RECOVRDATE,ISPLAYABLE,ISCREATED,ISGENERATE,ISHISTORIC,TRADEABLE,PLAYERPKG,INSEASON,INPLAYOFF,ROOKIEPKG,ROOKVALUE,ROOKIERANK,ROOKIERNK2,CASH_YEAR,CASH_TOTAL,CASH_RAISE,YEARS_LONG,YEARS_LEFT,CASH_TEAM,PREF_LEN,MIN_TARGET,LOWBALLED,ISMINIMUM,WEEKLYMVP,MONTHLYMVP,SUPERSTAR,OFFVALUE,DEFVALUE,SFGATT,SFGMAD,STHREEATT,STHREEMAD,SFTATT,SFTMAD,SBLOCKS,SOFFREB,SASSISTS,SPERFOUL,SSTEALS,SDEFREB,STURNOVER,SMINUTES,SGAMES,SGSTART,SEJECT,CSFGATT,CSFGMAD,CSTHREEATT,CSTHREEMAD,CSFTATT,CSFTMAD,CSBLOCKS,CSOFFREB,CSASSISTS,CSPERFOUL,CSSTEALS,CSDEFREB,CSTURNOVER,CSMINUTES,CSGAMES,CSGSTART,CSEJECT,PFGATT,PFGMAD,PTHREEATT,PTHREEMAD,PFTATT,PFTMAD,PBLOCKS,POFFREB,PASSISTS,PPERFOUL,PSTEALS,PDEFREB,PTURNOVER,PMINUTES,PGAMES,PGSTART,PEJECT,CPFGATT,CPFGMAD,CPTHREEAT,CPTHREEMAD,CPFTATT,CPFTMAD,CPBLOCKS,CPOFFREB,CPASSISTS,CPPERFOUL,CPSTEALS,CPDEFREB,CPTURNOVER,CPMINUTES,CPGAMES,CPGSTART,CPEJECT,LEARNING,WORKETHC,BIRDRIGHTS,CASHRESIGN,SPEECHID,SPECMAP,ISEDITED,ISORIGSS,VALIDSSTAR,DFLTTEAM
False,Hardaway,Penny,-1,15,1,4,3,12,69,0,1,56,57,64,1053,62,56,73,55,57,5,16,40,39,57,59,70,68,45,80,57,46,23,49,57,19,38,4,1,0,,1,7,19,19,11,19710718,411,3,1,3,1993,GS,0,0,0,5,7,0,,,True,False,False,False,,ANHARDA,False,False,0,0,0,0,15750,0,0,7,1,19,0,0,0,False,0,0,0,0,0,260,110,50,15,46,34,3,19,74,79,28,70,50,894,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,15,4,False,False,0,19
False,Johnson,Anthony,-1,16,8,4,4,8,18,0,0,159,155,65,1074,57,64,75,0,60,12,14,43,84,57,64,71,74,40,67,48,69,25,61,43,24,49,2,1,0,,1,5,10,10,6,19741002,258,40,2,40,1997,Sac,0,0,0,1,5,0,,,True,False,False,False,,ANJOHNS,False,False,0,0,0,0,2695,0,245,4,3,10,0,0,0,False,0,0,0,0,0,456,203,108,41,113,85,15,32,302,144,59,147,96,1747,63,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,27,23,8,36,29,5,4,66,28,13,34,25,316,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,16,3,False,False,0,10
False,McDyess,Antonio,3,19,24,1,0,10,2,0,2,42,42,72,1182,62,0,65,60,46,46,74,78,18,78,64,70,70,85,35,71,50,12,56,74,0,47,9,2,0,,2,10,7,7,5,19740907,6,2,1,2,1995,LAC,0,0,0,11,6,0,,,True,False,False,False,,ANMCDYE,False,False,0,0,0,0,5500,0,500,5,4,7,0,0,0,False,0,0,0,0,0,598,307,1,0,192,126,52,177,71,204,46,305,93,1797,77,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,88,0,0,36,25,23,46,19,78,14,101,25,494,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,19,4,False,False,0,7
False,Peeler,Anthony,-1,21,8,3,4,13,76,1,0,0,0,62,1034,69,76,84,10,62,5,21,50,51,54,50,65,62,50,70,58,60,25,31,42,43,42,6,1,0,,1,4,29,29,13,19691125,419,15,1,15,1992,LAL,0,0,0,5,6,0,,,True,False,False,False,,ANPEELE,False,False,0,0,0,0,1100,0,0,1,1,29,0,0,0,False,0,0,0,0,0,150,56,65,25,18,16,2,14,57,39,18,51,28,529,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,2,2,0,0,3,4,1,7,3,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,21,1,False,False,0,29
False,Walker,Antoine,-1,22,8,1,2,9,59,0,2,128,128,78,1276,69,68,53,60,54,30,49,79,43,78,54,66,61,74,69,71,79,25,69,77,20,68,9,2,0,,2,9,14,14,2,19760812,320,6,1,6,1996,Bos,0,0,0,2,4,0,,,True,False,False,False,,ANWALKE,False,False,0,0,0,0,8500,0,0,6,6,14,0,0,0,False,0,0,0,0,0,1377,581,341,110,373,201,58,182,265,217,89,513,253,2955,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,43,19,7,11,7,6,16,14,19,7,28,18,224,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,22,13,False,False,0,14
False,Croshere,Austin,-1,26,44,2,1,8,104,0,0,159,159,66,1088,71,58,88,57,48,14,44,73,25,67,59,59,52,50,54,68,45,23,58,49,35,46,4,0,0,,0,6,10,10,5,19750501,497,12,1,12,1997,Ind,0,0,0,2,5,0,,,True,False,False,False,,AUCROSH,False,False,0,0,0,0,8910,0,650,7,2,10,0,0,0,False,0,0,0,0,0,497,188,174,45,256,226,17,103,98,154,48,272,104,1827,73,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,2,18,15,1,7,0,10,4,10,6,88,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,26,4,False,False,0,10
False,Wallace,Ben,130,28,3,0,1,9,614,0,0,158,158,85,1369,49,7,42,85,80,83,77,91,22,51,99,65,85,80,21,90,90,13,77,75,1,40,9,1,0,,1,10,7,7,0,19740910,481,-1,-1,-1,1996,--,0,0,0,17,3,0,,,True,False,False,False,,BEWALLA,False,False,0,0,0,0,6500,0,0,6,1,7,0,0,0,False,0,0,160,0,0,651,295,9,1,304,130,176,292,123,159,106,610,82,2671,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,102,4,0,102,47,59,95,25,65,43,187,30,979,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,28,10,False,True,176,7
False,Jackson,Bobby,-1,34,24,4,3,8,74,0,0,162,159,73,1197,73,74,86,34,48,5,33,60,53,81,74,90,90,57,70,48,55,25,42,54,38,69,6,2,0,,2,1,13,13,4,19730313,11,23,1,23,1997,Sea,0,0,0,1,4,0,,,True,False,False,False,,BOJACKS,False,False,0,0,0,0,3375,0,0,5,1,13,0,0,0,False,0,0,0,0,0,255,109,96,33,58,50,2,23,59,58,14,62,28,536,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,18,3,3,3,1,2,9,5,1,4,3,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,34,1,False,False,0,13
False,Sura,Bob,-1,36,3,3,2,10,38,0,0,161,159,73,1194,62,65,75,55,60,5,32,70,82,62,59,73,77,55,66,51,60,25,67,46,31,52,2,1,0,,1,5,9,9,3,19730325,12,17,1,17,1995,Cle,0,0,0,5,5,0,,,True,False,False,False,,BOSURA_,False,False,0,0,0,0,3500,0,300,4,2,9,0,0,0,False,0,0,0,0,0,504,215,155,55,188,141,7,79,317,168,65,258,147,1922,61,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,13,7,12,8,0,6,14,15,7,21,11,182,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,36,4,False,False,0,9
False,Barry,Brent,8,37,17,3,3,10,96,0,3,52,52,70,1152,82,80,85,80,40,18,10,49,66,65,39,65,66,55,65,52,53,25,70,44,59,44,5,0,0,,0,5,25,25,5,19711231,13,15,1,15,1995,Den,0,0,0,14,5,0,,,True,False,False,False,,BRBARRY,False,False,0,0,0,0,4950,0,450,4,3,25,0,0,0,False,0,0,8,0,0,459,194,280,100,135,113,20,29,178,123,39,161,64,1742,81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,48,66,28,21,17,4,13,44,44,15,43,27,555,23,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,37,15,False,True,8,25
False,Bowen,Bruce,-1,38,12,2,3,9,216,0,1,56,56,70,1150,66,72,63,34,81,23,15,46,22,48,90,68,85,60,56,48,90,25,72,51,42,31,5,0,0,,0,5,25,25,2,19710614,14,-1,-1,-1,1996,--,0,0,0,5,4,0,,,True,False,False,False,,BRBOWEN,False,False,0,0,0,0,3375,0,375,4,3,25,0,0,0,False,0,0,16,0,0,598,251,253,102,112,71,39,50,126,175,55,235,57,2627,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,46,67,29,17,11,13,9,36,77,11,57,15,814,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,38,2,False,True,16,25
False,Grant,Brian,6,40,55,1,0,11,159,0,0,51,51,66,1090,65,0,72,69,36,32,70,71,14,43,78,65,61,55,42,77,69,12,42,55,0,28,4,1,0,,1,10,12,12,12,19720305,55,8,1,8,1994,Sac,0,0,0,2,5,0,,,True,False,False,False,,BRGRANT,False,False,0,0,0,0,14458,0,1112,7,3,12,0,0,0,False,0,0,0,0,0,209,103,0,0,79,57,23,101,34,175,23,156,43,1136,69,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,40,10,False,False,0,12
False,Knight,Brevin,-1,41,22,4,4,8,126,0,0,158,158,66,1095,43,23,85,0,90,3,8,40,99,65,64,84,81,40,80,43,55,18,64,42,3,64,6,0,0,,0,3,2,2,8,19751108,15,16,1,16,1997,Cle,0,0,0,1,5,0,,,True,False,False,False,,BRKNIGH,False,False,0,0,0,0,995,0,0,1,1,2,0,0,0,False,0,0,0,0,0,587,248,20,3,196,167,5,21,591,192,131,149,147,1944,66,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,41,4,False,False,0,2
False,Russell,Bryon,10,44,9,3,2,12,279,0,0,52,52,70,1153,61,74,79,39,78,16,39,63,33,56,66,61,63,50,65,63,91,25,39,58,48,39,5,1,0,,1,5,6,6,13,19701231,18,45,2,45,1993,Utah,0,0,0,1,7,0,,,True,False,False,False,,BRRUSSE,False,False,0,0,0,0,1100,0,0,1,1,6,0,0,0,False,0,0,0,0,0,252,95,149,56,77,61,11,50,72,130,44,122,35,1026,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,44,2,False,False,0,6
False,Cheaney,Calbert,-1,49,40,2,3,12,53,1,0,52,52,62,1034,67,60,64,33,32,25,26,50,32,49,58,66,62,46,68,58,90,25,41,50,0,38,4,1,0,,0,7,8,8,8,19710717,120,6,1,6,1993,Was,0,0,0,5,5,0,,,True,False,False,False,,CACHEAN,False,False,0,0,0,0,1760,0,0,1,1,8,0,0,0,False,0,0,0,0,0,265,113,3,0,37,24,15,32,64,95,17,92,35,951,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,49,4,False,False,0,8
False,Billups,Chauncey,-1,54,1,4,3,8,22,0,2,158,158,83,1352,80,81,89,35,82,3,12,40,82,88,83,80,86,65,86,65,84,25,78,50,42,61,6,1,0,,1,4,7,7,4,19760925,260,3,1,3,1997,Bos,0,0,0,1,4,0,,,True,False,False,False,,CHBILLU,False,False,0,0,0,0,5910,0,455,6,3,7,0,0,0,False,0,0,16,0,0,913,404,387,165,382,343,9,48,464,194,81,223,180,2866,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,145,126,44,149,133,5,23,162,71,25,85,49,985,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,54,1,False,True,19,7
False,Laettner,Christian,-1,60,44,1,0,13,31,0,0,33,33,64,1053,58,14,76,48,78,32,39,67,26,67,58,54,49,40,49,68,80,15,31,57,4,38,4,2,0,,2,10,50,50,9,19690817,24,3,1,3,1992,Min,0,0,0,1,6,0,,,True,False,False,False,,CHLAETT,False,False,0,0,0,0,1100,0,0,1,1,50,0,0,0,False,0,0,0,0,0,184,107,7,1,59,45,15,36,41,78,32,95,29,739,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,1,0,6,5,0,3,7,17,4,22,6,136,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,60,4,False,False,0,50
False,Outlaw,Bo,-1,65,46,1,0,12,50,0,0,52,51,66,1089,42,0,62,58,51,80,60,79,29,25,79,65,64,65,33,58,89,12,17,55,0,26,4,2,0,,2,6,22,22,10,19710413,26,-1,-1,-1,1993,--,0,0,0,2,5,0,,,True,False,False,False,,CHOUTLA,False,False,0,0,0,0,1100,0,0,1,1,22,0,0,0,False,0,0,0,0,0,34,12,0,0,9,5,12,16,13,29,6,37,8,214,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,65,4,False,False,0,22
False,Ward,Charlie,-1,70,17,4,4,11,38,0,0,33,33,63,1040,61,71,74,0,75,0,12,47,57,40,68,75,73,42,75,47,58,25,47,47,48,36,6,1,0,,1,4,9,9,12,19701012,29,26,1,26,1994,NY,0,0,0,1,5,0,,,True,False,False,False,,CHWARD_,False,False,0,0,0,0,1870,0,187,3,2,9,0,0,0,False,0,0,0,0,0,77,24,51,16,13,11,0,6,43,22,15,33,18,360,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,70,3,False,False,0,9
False,Webber,Chris,16,71,4,1,0,12,72,0,0,162,159,81,1318,79,52,79,66,65,36,43,86,64,81,76,60,64,53,59,70,60,23,75,75,1,77,9,2,0,,11,6,21,21,1,19730301,20,1,1,1,1993,Orl,0,0,0,11,5,0,,,True,False,False,False,,CHWEBBE,False,False,0,0,0,0,19125,0,1594,7,3,21,0,0,0,False,0,0,0,0,0,1283,555,44,15,228,181,53,130,318,214,94,482,182,2370,67,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,39,14,5,16,12,1,12,14,20,6,17,11,186,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,71,3,False,False,0,21
False,Robinson,Cliff,-1,74,30,1,0,16,25,0,0,52,52,73,1195,74,70,63,64,67,50,25,47,29,59,87,65,57,50,69,67,75,25,55,60,33,42,5,1,0,,1,8,17,17,1,19661216,31,36,2,36,1989,Por,0,0,0,11,8,0,,,True,False,False,False,,CLROBIN,False,False,0,0,0,0,2000,0,0,1,1,17,0,0,0,False,0,0,0,0,0,523,202,193,67,97,62,53,54,104,181,62,155,66,1688,71,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,14,4,2,2,1,2,5,20,3,8,0,71,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,74,3,False,False,0,17
False,Weatherspoon,Clarence,17,76,30,1,2,13,123,0,0,161,161,62,1036,58,0,82,58,30,18,53,77,15,44,45,59,62,50,50,90,82,12,30,62,0,31,4,0,0,,0,6,9,9,10,19700908,32,9,1,9,1992,Phi,0,0,0,2,7,0,,,True,False,False,False,,CLWEATH,False,False,0,0,0,0,6353,0,0,5,1,9,0,0,0,False,0,0,0,0,0,114,47,0,0,35,29,6,35,17,74,9,87,15,525,40,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,76,3,False,False,0,9
