	NAME	FNAME	POSITION	POSITION2	HAND	OVERALLRTG	FGPBASE	THREEPTBAS	FTPBASE	DNKABILITY	STLABILITY	BLKABILITY	OREABILITY	DREABILITY	BALABILITY	OFFABILITY	DEFABILITY	SPEED	QUICK	JUMP	DRIBBLE	DSTRENGTH	DHARDY	DSHOOTRANG	FATIGUE	INSIDESC	THREEPTATT	PRIMACY	SFGATT	SFGMAD	STHREEATT	STHREEMAD	SFTATT	SFTMAD	SBLOCKS	SOFFREB	SASSISTS	SPERFOUL	SSTEALS	SDEFREB	STURNOVER	SMINUTES	SGAMES	SGSTART	CHEMTYPE	year
10	McDyess	Antonio	1	0	0	71	62	0.0	65	60	46	35	74	78	18	78	64	70	70	85	35	71	50	12	56	74	0.0	47	560	285	2	0	122	68	48	156	90	220	46	280	76	1733	82	0	2	07
11	Parker	Anthony	3	2	0	62	65	47.0	78	50	30	12	22	28	51	60	45	66	67	50	72	38	60	20	70	60	1.0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	07
12	Walker	Antoine	2	1	0	78	70	67.0	62	60	50	30	48	78	69	75	60	62	59	70	62	71	75	25	69	70	20.0	68	898	391	383	137	129	81	30	103	166	187	47	318	150	2191	82	19	6	07
13	Croshere	Austin	1	2	0	67	71	67.0	88	57	48	14	44	73	25	67	59	59	52	50	54	69	48	25	59	52	35.0	46	285	132	140	54	102	90	7	62	62	105	22	203	48	1146	50	26	6	07
14	Wallace	Ben	0	1	0	84	49	7.0	41	80	80	90	82	91	24	51	99	70	70	80	24	88	88	13	80	64	1.0	40	465	237	4	0	296	123	181	301	158	164	146	622	88	2892	82	82	3	07
15	Jackson	Bobby	4	3	0	73	73	74.0	86	34	48	5	33	60	53	81	74	90	90	57	70	48	55	25	50	54	38.0	69	748	286	332	129	146	107	1	44	195	155	61	179	101	1770	71	15	6	07
16	Sura	Bob	4	3	0	72	62	65.0	75	40	60	5	32	70	82	62	59	73	77	55	70	51	60	25	67	46	31.0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	07
17	Barry	Brent	4	3	0	68	74	80.0	66	80	40	18	10	49	66	65	39	69	66	55	65	52	53	25	70	44	59.0	44	345	156	202	80	59	39	27	29	123	99	39	130	52	1262	74	5	2	07
18	Bowen	Bruce	2	3	0	70	66	72.0	60	34	81	23	15	46	22	48	90	68	85	60	56	48	90	25	72	51	42.0	31	536	232	245	104	84	51	30	35	126	191	79	285	67	2710	82	82	2	07
19	Grant	Brian	1	0	0	66	65	0.0	72	69	36	32	70	71	14	43	78	65	61	55	42	77	69	12	50	55	0.0	28	65	27	0	0	8	7	3	11	7	45	5	46	7	248	21	2	7	07
20	Knight	Brevin	4	4	0	68	61	23.0	80	0	83	3	8	40	85	80	80	86	85	40	83	43	55	18	64	42	3.0	64	772	308	13	3	314	252	4	35	610	202	157	188	164	2353	69	67	3	07
21	Russell	Bryon	3	2	0	67	61	74.0	79	39	66	16	39	63	33	44	57	61	63	50	60	54	76	25	50	58	48.0	39	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	10	07
22	Cheaney	Calbert	2	3	1	61	67	60.0	64	33	32	25	26	50	32	49	58	66	59	46	68	58	76	25	50	50	0.0	38	108	42	8	0	8	8	2	20	19	38	13	41	17	451	42	0	6	07
23	Billups	Chauncey	4	3	0	84	80	81.0	89	35	82	1	12	40	80	82	83	80	86	65	86	65	84	25	85	55	42.0	61	1012	423	425	184	520	465	8	41	699	160	71	211	170	2916	81	81	3	07
24	Laettner	Christian	1	0	0	65	58	14.0	76	48	78	32	39	67	26	67	58	54	49	40	49	68	80	15	50	57	4.0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	07
25	Mullin	Chris	3	2	1	94	94	95.0	92	60	68	49	60	71	80	93	88	70	62	58	89	58	84	25	90	69	25.0	65	13243	6740	2120	815	4178	3616	549	1026	3450	2050	1530	3008	2315	32163	986	822	1	07
26	Outlaw	Bo	1	0	0	64	42	0.0	62	58	51	63	60	79	29	25	74	65	64	65	33	58	89	12	50	55	0.0	26	58	35	0	0	8	5	12	31	14	50	10	46	17	354	32	0	7	07
27	Webber	Chris	1	0	0	81	75	52.0	75	66	68	39	43	86	64	81	76	60	59	53	59	75	69	23	63	80	1.0	77	1422	617	77	21	348	263	62	184	256	219	103	557	182	2882	75	75	8	07
28	Robinson	Cliff	1	0	0	73	74	70.0	63	64	67	50	25	47	29	59	87	65	57	50	69	67	75	25	55	60	33.0	42	513	219	175	60	79	52	40	55	89	206	44	212	62	1842	80	13	7	07
29	Williamson	Corliss	2	1	0	66	64	0.0	77	52	44	14	54	53	23	78	55	74	62	50	57	75	85	12	51	77	0.0	41	103	43	2	2	49	38	4	21	14	56	7	46	30	360	37	0	2	07
30	Armstrong	Darrell	4	4	0	69	67	60.0	78	0	77	12	28	42	75	51	75	84	87	40	79	45	60	25	50	51	40.0	52	128	43	48	11	42	33	3	18	86	71	27	63	58	634	62	2	2	07
31	Davis	Dale	0	1	0	70	44	0.0	60	69	44	66	80	78	16	41	74	56	53	50	27	72	91	12	54	81	1.0	29	24	9	1	0	15	8	9	21	6	23	0	32	4	182	28	2	6	07
32	Fortson	Danny	0	1	0	66	52	0.0	87	52	25	10	91	81	9	76	57	56	62	48	40	89	70	12	50	67	0.0	47	51	27	0	0	43	33	2	31	2	76	4	47	26	273	23	1	9	07
33	Ham	Darvin	2	1	0	58	60	0.0	38	91	40	39	56	30	8	32	62	62	64	88	35	72	60	12	50	49	0.0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	07
34	Martin	Darrick	4	3	1	60	71	70.0	78	0	35	2	6	20	72	68	58	76	76	50	64	42	90	25	50	42	38.0	35	97	34	40	16	24	18	0	2	57	42	17	18	15	341	40	0	1	07
35	Stoudamire	Damon	4	3	1	74	71	80.0	85	0	56	0	15	49	80	77	72	81	90	50	81	44	76	25	75	45	42.0	65	287	114	104	36	62	53	1	23	128	49	19	72	55	861	27	27	8	07
36	Wesley	David	3	3	0	71	68	73.0	85	0	62	3	9	36	46	64	77	80	75	65	79	60	85	25	76	57	38.0	46	561	226	271	99	187	151	6	24	204	212	59	154	120	2363	71	59	3	07
37	Anderson	Derek	4	3	0	68	76	70.0	83	60	52	3	15	43	56	65	62	73	73	62	57	48	59	25	55	44	39.0	50	303	108	134	40	111	93	6	21	101	98	23	122	54	1048	43	11	2	07
38	Brown	Dee	4	3	0	56	81	80.0	45	0	40	6	10	31	55	56	51	72	67	40	63	60	63	25	50	38	1.0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	07
39	Fisher	Derek	4	3	1	70	79	76.0	83	10	62	1	12	42	65	71	68	79	65	50	71	55	85	25	67	45	39.0	56	887	364	295	117	293	244	8	36	352	237	125	175	156	2587	82	36	3	07
40	Mutombo	Dikembe	0	0	0	67	59	0.0	75	55	24	85	82	80	2	49	88	48	48	35	31	74	55	12	50	79	0.0	30	95	50	0	0	91	69	57	100	4	128	17	206	35	946	65	23	2	07
41	Marshall	Donyell	1	2	0	77	72	79.0	74	64	62	45	46	85	23	76	42	62	71	54	61	63	72	25	57	70	31.0	46	671	265	395	128	123	92	41	105	60	160	59	387	90	2077	81	0	6	07
42	Christie	Doug	3	4	0	71	65	47.0	89	61	84	18	19	47	63	43	95	75	71	40	61	53	81	20	61	35	19.0	39	26	9	1	0	12	8	1	2	14	10	9	11	6	186	7	7	9	07
43	Jones	Eddie	3	2	0	73	75	76.0	78	70	54	21	9	60	36	67	74	73	75	65	66	50	50	25	78	55	46.0	43	722	292	374	133	215	168	27	35	177	201	131	244	93	2430	76	75	7	07
44	Dampier	Erick	0	0	0	70	63	0.0	59	68	16	75	79	85	15	64	74	44	48	40	26	85	88	12	59	64	0.0	40	347	171	0	0	215	127	106	273	51	263	27	367	115	1932	82	36	9	07
45	Johnson	Ervin	0	0	0	58	36	0.0	64	58	30	50	76	78	7	33	75	41	48	40	22	74	86	12	50	54	0.0	20	17	7	0	0	2	1	2	5	2	23	1	19	5	82	18	0	3	07
46	Piatkowski	Eric	3	2	0	61	64	81.0	80	10	62	1	14	39	29	73	51	68	67	40	63	57	61	25	50	48	52.0	43	61	24	33	9	5	2	1	4	13	20	6	19	11	227	29	1	10	07
47	Snow	Eric	4	4	0	66	64	49.0	68	20	65	12	15	33	78	70	80	73	72	33	70	43	55	20	66	60	14.0	20	399	163	10	1	93	64	19	38	346	218	76	160	116	2343	82	82	3	07
48	Strickland	Erick	3	4	1	61	65	60.0	81	10	54	0	8	47	54	56	54	76	72	50	68	61	58	25	50	36	27.0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	07
49	Williams	Eric	2	1	0	64	54	63.0	69	58	52	3	26	50	33	60	54	75	72	50	55	58	65	25	53	57	22.0	44	75	29	18	5	38	28	2	10	15	55	7	40	15	350	28	11	7	07
50	Hoiberg	Fred	3	2	0	66	75	83.0	87	0	72	18	19	61	32	65	70	66	60	40	66	57	80	25	50	35	51.0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	07
51	Payton	Gary	4	4	0	73	71	57.0	76	5	62	7	14	39	85	65	85	79	79	55	79	40	92	23	73	62	18.0	42	547	230	230	66	126	100	10	34	257	169	71	199	102	2307	81	25	8	07
52	Jackson	Jermaine	3	4	0	51	52	0.0	73	10	56	5	9	46	50	33	49	68	64	50	66	54	70	12	50	45	9.0	30	26	11	4	1	14	12	1	8	25	19	4	19	13	211	30	2	2	07
53	Hill	Grant	2	3	0	77	82	21.0	76	64	75	34	29	59	46	84	82	80	80	64	78	65	40	18	74	63	1.0	67	243	119	8	2	102	78	6	15	48	50	24	65	35	611	21	17	3	07
54	Eisley	Howard	4	3	0	65	64	55.0	79	0	57	9	8	26	84	54	70	79	67	40	78	43	92	23	50	52	36.0	51	103	34	42	13	24	20	2	3	69	34	11	30	21	399	32	0	6	07
55	Kidd	Jason	4	4	0	87	75	64.0	79	22	83	5	30	76	91	89	94	94	89	70	85	60	75	25	77	60	42.0	65	905	366	395	139	244	194	29	86	672	157	150	494	192	2980	80	80	3	07
56	Rose	Jalen	2	3	1	71	70	73.0	78	58	41	5	12	44	36	73	67	75	77	56	73	60	71	25	74	62	24.0	64	685	290	172	59	318	248	13	28	181	156	30	183	115	1936	72	45	4	07
57	Vaughn	Jacque	4	4	0	57	63	37.0	83	0	52	0	8	33	46	49	68	74	69	50	73	51	45	20	50	40	5.0	39	245	107	6	1	81	59	1	16	123	140	42	75	52	1242	80	6	7	07
58	Palacio	Milt	4	3	0	59	58	19.0	74	17	56	12	12	36	85	57	36	75	72	33	64	51	69	15	50	38	8.0	53	403	171	16	1	150	98	14	17	190	125	47	117	110	1370	71	18	7	07
59	O'Neal	Jermaine	1	0	0	85	80	10.0	70	85	28	83	44	85	45	89	82	60	59	75	44	91	85	15	80	90	1.0	86	805	380	10	3	368	261	117	102	133	177	27	374	151	1796	51	47	3	07
60	Stackhouse	Jerry	2	2	0	76	75	72.0	88	72	59	9	18	47	37	79	65	75	77	61	73	61	70	25	71	64	18.0	67	603	242	130	36	221	195	10	32	160	96	37	121	121	1529	55	11	7	07
61	Jackson	Jim	3	2	0	68	72	73.0	93	19	32	3	12	63	44	69	57	73	67	50	66	62	70	25	67	68	49.0	41	159	46	74	18	13	9	6	11	35	51	12	65	35	510	40	1	7	07
62	Smith	Joe	1	1	0	66	58	0.0	77	65	33	27	63	76	14	68	50	61	60	50	55	58	75	12	68	64	0.0	40	305	145	2	0	115	89	13	83	31	120	24	147	40	888	44	5	5	07
63	Thomas	John	1	1	0	58	40	0.0	58	58	52	39	60	58	15	40	50	53	54	50	24	83	75	12	50	61	0.0	28	15	6	0	0	4	3	2	10	2	17	3	10	8	130	16	0	10	07
64	Howard	Juwan	1	1	0	69	63	0.0	80	73	35	3	63	70	28	68	66	64	61	60	49	63	78	12	65	79	0.0	46	859	394	4	0	191	154	8	168	112	235	49	367	133	2534	80	80	1	07
65	Garnett	Kevin	1	2	0	99	80	41.0	81	90	65	89	63	99	72	87	90	70	70	89	61	85	94	20	70	88	2.0	76	1191	626	30	8	489	396	107	214	308	206	104	752	180	2952	76	76	3	07
66	Van Horn	Keith	1	2	0	72	73	70.0	81	58	43	24	47	70	23	79	44	61	59	48	59	69	64	25	75	69	25.0	52	387	164	136	50	113	94	11	54	37	121	31	138	71	1090	53	0	5	07
67	Bryant	Kobe	3	4	0	97	87	80.0	85	95	80	20	33	66	80	96	80	87	90	95	88	60	85	25	84	80	29.0	89	2173	978	518	180	819	696	30	71	360	233	147	354	250	3273	80	80	4	07
68	Thomas	Kurt	0	1	0	73	75	14.0	78	65	44	43	67	92	26	60	78	55	58	50	32	66	70	15	78	64	1.0	40	392	191	0	0	92	75	54	102	57	193	23	313	57	1409	53	50	7	07
69	Johnson	Larry	1	2	0	91	76	80.0	81	84	35	75	70	83	46	91	75	70	66	64	41	79	81	25	90	87	1.0	55	9086	4401	1104	367	2978	2281	258	1794	2298	1893	515	3506	1435	25685	707	699	7	07
70	Murray	Lamond	3	2	0	70	67	74.0	76	62	64	27	37	68	23	76	50	66	62	48	65	70	65	25	50	51	34.0	47	181	72	78	27	40	25	7	29	13	66	17	103	22	576	57	1	7	07
71	Hunter	Lindsey	4	3	0	70	78	56.0	79	30	87	18	26	39	54	46	77	77	78	65	70	53	61	23	50	42	28.0	42	100	37	43	11	4	2	1	10	62	44	19	30	20	355	30	1	8	07
72	Wright	Lorenzen	0	0	0	70	61	0.0	66	75	46	48	61	83	18	64	61	64	62	50	35	65	70	12	66	73	0.0	42	406	194	2	0	117	66	46	142	48	201	52	253	67	1688	78	58	6	07
73	Camby	Marcus	0	1	0	78	59	0.0	72	78	63	90	55	89	40	68	87	62	60	59	46	66	35	12	70	74	0.0	45	649	302	11	1	156	111	184	132	115	158	79	536	92	1853	56	54	3	07
74	Taylor	Maurice	1	2	0	66	58	26.0	69	73	36	23	40	72	23	61	52	64	69	50	62	73	50	18	50	69	2.0	46	389	182	1	0	83	58	14	65	53	177	21	164	103	1199	67	13	6	07
75	Finley	Michael	3	3	0	78	74	77.0	85	75	36	10	15	47	35	75	78	75	75	70	77	63	95	25	77	60	31.0	51	695	286	279	110	115	98	7	31	116	97	37	216	62	1997	77	18	7	07
76	Richmond	Mitch	3	3	0	90	89	88.0	90	47	62	23	56	60	78	94	79	81	84	48	93	64	79	25	90	63	25.0	50	16038	7305	3417	1326	5365	4561	254	881	3398	2503	1211	2920	2579	34309	976	902	10	07
77	Van Exel	Nick	3	4	1	70	74	79.0	78	0	49	0	9	25	68	68	66	79	85	65	80	55	80	25	64	55	31.0	53	343	136	154	55	41	28	3	6	123	60	16	85	57	974	65	2	9	07
78	Harrington	Othella	1	1	1	64	61	0.0	71	62	33	21	67	73	21	75	52	60	50	50	40	66	77	12	50	71	0.0	51	273	135	0	0	121	76	13	54	39	131	7	100	61	816	72	23	1	07
79	Brown	P.J.	1	1	0	71	50	0.0	82	69	48	27	72	77	30	59	82	62	59	50	35	65	79	12	76	63	0.0	41	583	269	0	0	168	139	50	182	90	216	46	365	90	2377	75	73	2	07
80	Allen	Ray	3	3	0	88	91	90.0	90	81	59	23	23	56	67	91	65	85	81	78	84	54	90	25	84	52	37.0	72	1500	681	653	269	359	324	16	71	286	151	105	261	188	3025	78	78	3	07
81	Livingston	Randy	4	4	0	60	60	57.0	68	10	84	12	9	21	87	52	50	68	70	50	50	58	40	23	50	51	30.0	50	2	0	0	0	0	0	0	1	1	6	1	3	1	22	5	0	6	07
82	Wallace	Rasheed	1	0	0	87	77	70.0	74	82	41	77	51	82	40	80	85	63	61	70	39	81	81	25	79	84	22.0	52	1067	459	434	155	183	136	130	90	182	232	82	457	85	2770	80	80	8	07
83	Goldwire	Anthony	4	4	0	62	70	82.0	83	0	51	0	14	47	80	60	60	71	69	40	58	45	64	25	50	26	36.0	45	7	1	2	0	0	0	0	0	2	0	0	1	1	23	3	0	6	07
84	Horry	Robert	1	2	0	72	68	73.0	64	57	61	63	51	67	28	60	76	61	61	42	59	48	73	25	50	48	37.0	40	292	112	144	53	68	44	51	71	79	115	43	171	41	1165	63	3	2	07
85	Cassell	Sam	4	4	0	72	75	75.0	86	0	43	14	12	44	80	80	72	70	80	50	79	52	78	25	69	55	15.0	75	1112	493	190	70	335	289	11	40	491	225	74	247	175	2635	78	75	3	07
86	Walker	Samaki	1	0	0	63	56	0.0	66	58	40	43	75	78	7	48	41	55	50	50	34	80	76	12	50	72	2.0	35	2	0	0	0	2	2	1	0	0	7	0	3	2	22	7	0	9	07
87	Abdur-Rahim	Shareef	1	2	0	74	65	38.0	78	68	46	22	57	78	42	80	53	62	60	52	50	75	60	20	72	79	2.0	64	632	332	22	5	278	218	42	106	149	227	48	251	108	1968	72	30	6	07
88	Anderson	Shandon	2	3	0	66	61	28.0	81	54	62	18	28	67	28	41	71	71	68	65	58	56	75	18	50	60	13.0	30	126	54	19	5	18	13	6	18	30	75	17	63	24	648	48	1	10	07
89	O'Neal	Shaquille	0	0	0	89	67	0.0	46	97	33	88	79	91	62	99	95	60	65	70	30	99	85	12	70	95	0.0	82	800	480	0	0	471	221	104	172	113	230	23	369	168	1800	59	58	4	07
90	Augmon	Stacey	2	3	1	61	54	0.0	74	60	62	18	54	42	26	54	71	70	72	65	56	54	67	12	50	47	0.0	42	73	25	0	0	30	21	6	18	23	40	12	35	11	388	36	3	7	07
91	Jackson	Stephen	2	3	0	74	69	80.0	78	66	68	10	19	63	44	80	58	75	74	61	69	57	50	25	72	53	35.0	64	1148	472	339	117	341	268	43	48	225	195	104	264	203	2905	81	81	9	07
92	Marbury	Stephon	4	3	0	82	75	71.0	75	30	75	1	11	30	88	80	75	85	90	79	88	71	85	25	86	50	25.0	70	774	349	104	33	326	246	4	25	382	142	63	150	157	2187	60	60	4	07
93	Nash	Steve	4	4	0	87	86	87.0	92	0	52	11	19	48	99	99	79	91	96	65	95	51	89	25	93	60	25.0	68	1056	541	342	150	279	257	12	47	826	120	61	286	276	2787	79	79	3	07
94	Ratliff	Theo	0	1	0	65	63	0.0	65	68	24	82	51	80	8	33	81	49	50	50	26	64	60	12	60	72	0.0	22	189	108	0	0	83	54	88	89	28	143	18	190	47	1308	55	19	3	07
95	Duncan	Tim	0	1	0	91	85	22.0	62	85	36	90	74	94	50	93	96	66	65	60	35	85	85	18	71	99	1.0	76	1185	574	5	2	533	335	162	231	253	219	70	650	198	2741	80	80	3	07
96	Hardaway	Tim	4	3	0	90	87	78.0	76	33	78	25	41	52	82	95	76	92	95	63	96	55	81	25	90	64	63.0	74	13076	5640	4345	1542	3263	2551	129	544	7095	2027	1428	2311	2481	30626	867	770	7	07
97	Thomas	Tim	2	1	0	70	72	75.0	66	75	38	12	18	51	26	75	48	62	64	77	59	67	65	25	62	75	29.0	51	262	113	111	46	42	28	7	22	20	78	16	108	33	660	29	10	9	07
98	Battie	Tony	1	0	0	63	60	0.0	72	58	28	68	46	80	9	38	29	50	60	65	35	65	64	12	65	71	0.0	25	552	280	6	0	134	89	69	145	49	250	46	312	88	2211	82	82	7	07
99	Delk	Tony	4	3	0	69	73	77.0	75	30	64	8	16	39	37	78	62	78	75	60	71	49	79	25	53	41	34.0	52	161	71	47	20	27	20	1	14	33	28	13	39	19	385	24	0	6	07
100	Kukoc	Toni	2	1	1	65	68	70.0	72	10	64	18	22	61	70	60	48	67	58	40	69	62	50	25	50	57	45.0	43	298	116	147	45	56	40	17	26	139	87	33	124	66	1023	65	0	6	07
101	Baker	Vin	1	1	0	59	59	0.0	72	58	17	30	67	56	23	32	50	55	52	40	49	71	55	12	50	73	0.0	33	15	7	0	0	18	13	4	2	4	13	4	17	9	84	8	1	5	07
102	Potapenko	Vitaly	0	1	0	61	55	0.0	58	49	38	14	70	72	12	65	47	47	42	44	28	93	87	12	50	68	0.0	37	71	37	0	0	17	10	2	27	9	50	2	37	16	352	33	12	5	07
103	Lenard	Voshon	3	3	0	65	70	80.0	85	25	50	9	17	36	34	77	64	73	68	35	67	56	80	25	50	41	33.0	35	191	75	78	25	31	16	4	5	41	39	21	42	31	459	26	6	9	07
104	McCarty	Walter	2	1	0	65	67	73.0	51	57	49	25	25	63	19	54	57	68	61	58	51	61	90	25	50	49	55.0	33	99	33	45	10	21	12	5	15	23	52	8	53	19	355	36	1	5	07
105	Ilgauskas	Zydrunas	0	0	0	76	75	15.0	83	63	36	75	79	80	18	86	80	46	42	56	30	70	60	15	74	81	1.0	60	889	450	5	0	380	317	136	245	91	280	38	346	155	2272	78	78	6	07
106	Brunson	Rick	4	4	1	63	63	64.0	77	5	76	5	8	44	89	41	59	75	60	40	72	47	45	25	58	45	29.0	47	54	21	13	5	12	7	1	1	35	22	8	21	22	247	27	0	5	07
107	Brezec	Primoz	0	1	0	68	69	0.0	73	62	25	55	76	70	18	78	40	51	54	40	40	69	80	12	69	73	0.0	46	791	409	2	0	224	164	32	181	45	227	19	259	85	2167	79	79	2	07
108	Cato	Kelvin	0	1	0	69	27	0.0	78	69	65	86	53	86	12	52	60	52	50	75	15	85	73	12	55	51	0.0	31	84	36	0	0	35	26	12	20	4	52	6	50	18	331	27	0	7	07
109	McGrady	Tracy	3	2	0	93	86	80.0	80	93	81	25	16	68	80	91	82	85	85	90	83	50	70	25	86	80	32.0	83	1011	410	234	73	340	254	41	46	225	88	59	261	120	1743	47	47	9	07
110	Jaric	Marko	4	3	0	71	67	69.0	69	12	83	16	9	44	85	66	38	77	75	48	71	60	80	25	67	56	33.0	45	566	226	133	40	138	95	21	60	293	189	108	173	127	2094	75	49	1	07
111	Pollard	Scot	1	0	0	62	42	0.0	67	62	62	43	73	71	9	41	75	48	41	50	20	79	58	12	50	72	0.0	27	154	70	0	0	38	29	20	73	24	115	37	145	26	771	45	32	7	07
112	Rose	Malik	1	0	0	65	59	10.0	78	65	56	16	70	70	19	63	70	50	55	50	30	75	65	15	50	60	1.0	46	281	105	1	1	137	107	14	84	67	145	43	175	80	1117	72	35	2	07
113	Stojakovic	Peja	2	3	0	82	84	85.0	91	60	61	7	29	69	47	86	63	75	69	61	67	63	86	25	87	75	43.0	71	1018	445	404	162	260	238	10	79	136	171	45	336	103	2593	71	71	2	07
114	Bell	Raja	3	2	0	74	64	79.0	74	59	80	7	12	44	43	72	90	75	80	61	62	59	58	25	67	58	20.0	50	930	425	446	197	146	115	22	44	207	248	76	209	89	2960	79	79	2	07
115	Brown	Kwame	0	1	0	75	60	0.0	54	80	49	59	77	81	21	51	73	67	70	71	48	69	60	12	70	74	0.0	44	388	204	1	0	235	128	46	182	72	196	27	291	100	1974	72	49	0	07
116	Chandler	Tyson	0	1	0	78	64	0.0	50	80	69	77	81	84	14	56	80	65	66	78	40	75	65	12	70	66	0.0	33	283	160	1	0	193	97	104	265	81	298	41	449	123	2089	79	50	7	07
117	Williams	Alvin	4	3	0	63	60	55.0	78	10	59	9	8	41	63	54	64	78	69	38	76	42	47	23	65	55	17.0	42	3	0	2	0	2	1	0	0	0	0	0	3	0	10	1	0	3	07
118	Harrington	Al	1	2	0	80	75	43.0	67	72	60	27	44	65	57	80	65	66	67	85	60	74	58	20	80	80	8.0	75	1220	551	191	66	350	243	14	132	238	301	85	391	195	2773	76	76	8	07
119	Gasol	Pau	1	0	0	85	80	12.0	72	71	36	82	67	80	55	87	80	70	62	60	58	63	90	15	73	87	0.0	66	1194	600	12	3	617	425	153	191	371	184	46	522	235	3128	80	80	7	07
120	Jamison	Antawn	1	2	0	80	75	64.0	76	82	38	9	49	71	28	80	61	73	71	81	65	60	90	25	80	80	17.0	62	1494	660	373	147	297	217	12	167	158	189	90	598	137	3256	82	80	3	07
121	Curry	Eddy	0	1	0	74	60	0.0	63	85	20	50	77	81	9	75	68	53	53	79	32	89	80	12	62	80	0.0	59	597	336	0	0	486	307	56	145	19	239	28	287	179	1865	72	69	0	07
122	Wells	Bonzi	3	2	0	75	74	63.0	75	60	77	28	26	63	25	74	61	75	76	65	70	57	80	25	67	53	17.0	59	613	284	45	10	190	129	25	142	144	156	94	259	126	1687	52	41	4	07
123	Skinner	Brian	1	0	0	67	45	0.0	52	66	59	82	79	81	21	46	64	52	45	50	24	83	66	12	50	55	0.0	33	160	82	0	0	56	27	43	76	30	119	25	152	45	948	65	5	6	07
124	Richardson	Jason	3	2	0	86	80	75.0	67	94	80	18	36	57	50	89	72	82	86	97	85	65	53	25	80	53	27.0	71	1438	641	477	183	410	276	37	105	232	206	97	333	167	2873	75	75	3	07
125	Mobley	Cuttino	3	4	1	77	80	80.0	83	65	56	19	14	40	37	77	65	83	83	75	71	62	72	25	76	42	37.0	55	1007	429	245	83	273	229	36	50	238	208	93	291	145	2971	79	74	9	07
126	Battier	Shane	2	3	0	75	70	67.0	70	56	70	48	50	53	23	65	75	68	75	60	60	58	69	25	71	57	29.0	38	621	303	165	65	208	147	114	164	136	223	92	265	90	2837	81	81	3	07
